Scan,Element,On Action,DO OFF Command,DO MESSAGE Command,DO WRITE Command,DO INSERT Command,DO CALC Command,DO LOG Command,DO CLEAR Command,DO MESSAGE,I/L Statement,CCS Message
IB,166,IB 215 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 24175,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 24175: POWER ON BN1 DIGI,N/A,N/A
IB,167,IB 223 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 24200,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 24200: Q74-133(HR-1 PWR)(+,-)",N/A,N/A
IB,168,IB 251 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 24225,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 24225: Q145(F)(HR-2,TB-1)(+,-)",N/A,N/A
IB,169,IB 301 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 24250,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 24250: COR.PLATE COM.(168,169)",N/A,N/A
IB,170,IB 306 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 24275,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 24275: BEND 3 & 4 Power Supplies,N/A,N/A
IB,171,IB 312 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 24325,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 24325: VIB:Q2 to Q24,N/A,N/A
IB,172,IB 335 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 4875,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 4875: VIB:Q25 to CCB26,N/A,N/A
IB,173,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,174,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,175,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,176,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,177,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,178,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,179,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,180,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,181,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,182,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,183,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,184,"FIRST TIME, DO NOTHING",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IB,185,IB 215 MUX RAW > REFERENCE+100 OR IB 215 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69494 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69494: Q-70 Focus PS 143 -ve Voltage  changed by > 100 (IB 215 MUX),N/A,N/A
IB,186,IB 215 MUXT RAW > REFERENCE+100 OR IB 215 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69493 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69493: Q-70 Focus PS 142 +ve Current  changed by > 100 (IB 215 MUXT),N/A,N/A
IB,187,IB 215 MUXB RAW > REFERENCE+100 OR IB 215 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69495 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69495: Q-70 Focus PS 142 +ve Voltage  changed by > 100 (IB 215 MUXB),N/A,N/A
IB,188,IB 216 MUX RAW > REFERENCE+100 OR IB 216 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69498 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69498: Q-69 Focus PS 145 -ve Voltage  changed by > 100 (IB 216 MUX),N/A,N/A
IB,189,IB 216 MUXT RAW > REFERENCE+100 OR IB 216 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69497 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69497: Q-69 Focus PS 144 +ve Current  changed by > 100 (IB 216 MUXT),N/A,N/A
IB,190,IB 216 MUXB RAW > REFERENCE+100 OR IB 216 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69499 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69499: Q-69 Focus PS 144 +ve Voltage  changed by > 100 (IB 216 MUXB),N/A,N/A
IB,191,IB 217 MUX RAW > REFERENCE+100 OR IB 217 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69502 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69502: Q-74 Defocus PS 147 -ve Voltage  changed by > 100 (IB 217 MUX),N/A,N/A
IB,192,IB 217 MUXT RAW > REFERENCE+100 OR IB 217 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69501 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69501: Q-74 Defocus PS 146 +ve Current  changed by > 100 (IB 217 MUXT),N/A,N/A
IB,193,IB 217 MUXB RAW > REFERENCE+100 OR IB 217 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69503 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69503: Q-74 Defocus PS 146 +ve Voltage  changed by > 100 (IB 217 MUXB),N/A,N/A
IB,194,IB 220 MUXR RAW > REFERENCE+100 OR IB 220 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69505 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69505: C-61S 62T 71W 72B PS 152 +ve Current  changed by > 100 (IB 220 MUXR),N/A,N/A
IB,195,IB 221 MUXR RAW > REFERENCE+100 OR IB 221 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69509 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69509: CE-71 PS 148 +ve Current  changed by > 100 (IB 221 MUXR),N/A,N/A
IB,196,IB 222 MUXR RAW > REFERENCE+100 OR IB 222 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69513 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69513: CT-72 PS 150 +ve Current  changed by > 100 (IB 222 MUXR),N/A,N/A
IB,197,IB 223 MUX RAW > REFERENCE+100 OR IB 223 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69518 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69518: Q-125 to Q-133 PS 601 -ve Voltage  changed by > 100 (IB 223 MUX),N/A,N/A
IB,198,IB 223 MUXT RAW > REFERENCE+100 OR IB 223 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69517 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69517: Q-125 to Q-133 PS 600 +ve Current  changed by > 100 (IB 223 MUXT),N/A,N/A
IB,199,IB 223 MUXB RAW > REFERENCE+100 OR IB 223 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69519 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69519: Q-125 to Q-133 PS 600 +ve Voltage  changed by > 100 (IB 223 MUXB),N/A,N/A
IB,200,IB 224 MUXR RAW > REFERENCE+100 OR IB 224 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69521 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69521: CP-COM. 125 to 142 PS 602 +ve Current  changed by > 100 (IB 224 MUXR),N/A,N/A
IB,201,IB 225 MUXR RAW > REFERENCE+100 OR IB 225 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69525 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69525: CE-125 PS 604 +ve Current  changed by > 100 (IB 225 MUXR),N/A,N/A
IB,202,IB 226 MUXR RAW > REFERENCE+100 OR IB 226 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69529 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69529: CT-126 PS 606 +ve Current  changed by > 100 (IB 226 MUXR),N/A,N/A
IB,203,IB 227 MUXR RAW > REFERENCE+100 OR IB 227 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69533 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69533: CE-127 PS 608 +ve Current  changed by > 100 (IB 227 MUXR),N/A,N/A
IB,204,IB 230 MUXR RAW > REFERENCE+100 OR IB 230 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69537 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69537: CT-128 PS 610 +ve Current  changed by > 100 (IB 230 MUXR),N/A,N/A
IB,205,IB 232 MUXR RAW > REFERENCE+100 OR IB 232 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69541 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69541: CE-129 PS 612 +ve Current  changed by > 100 (IB 232 MUXR),N/A,N/A
IB,206,IB 233 MUXR RAW > REFERENCE+100 OR IB 233 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69545 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69545: CT-130 PS 614 +ve Current  changed by > 100 (IB 233 MUXR),N/A,N/A
IB,207,IB 234 MUXR RAW > REFERENCE+100 OR IB 234 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69549 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69549: CE-132 PS 616 +ve Current  changed by > 100 (IB 234 MUXR),N/A,N/A
IB,208,IB 235 MUXR RAW > REFERENCE+100 OR IB 235 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69553 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69553: CT-133 PS 618 +ve Current  changed by > 100 (IB 235 MUXR),N/A,N/A
IB,209,IB 236 MUX RAW > REFERENCE+100 OR IB 236 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69558 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69558: Q-134 to Q-142 PS 621 -ve Voltage  changed by > 100 (IB 236 MUX),N/A,N/A
IB,210,IB 236 MUXT RAW > REFERENCE+100 OR IB 236 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69557 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69557: Q-134 to Q-142 PS 620 +ve Current  changed by > 100 (IB 236 MUXT),N/A,N/A
IB,211,IB 236 MUXB RAW > REFERENCE+100 OR IB 236 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69559 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69559: Q-134 to Q-142 PS 620 +ve Voltage  changed by > 100 (IB 236 MUXB),N/A,N/A
IB,212,IB 240 MUXR RAW > REFERENCE+100 OR IB 240 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69561 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69561: CE-134 PS 624 +ve Current  changed by > 100 (IB 240 MUXR),N/A,N/A
IB,213,IB 241 MUXR RAW > REFERENCE+100 OR IB 241 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69565 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69565: CT-135 PS 626 +ve Current  changed by > 100 (IB 241 MUXR),N/A,N/A
IB,214,IB 242 MUXR RAW > REFERENCE+100 OR IB 242 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69569 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69569: CE-136 PS 628 +ve Current  changed by > 100 (IB 242 MUXR),N/A,N/A
IB,215,IB 243 MUXR RAW > REFERENCE+100 OR IB 243 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69573 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69573: CT-137 PS 630 +ve Current  changed by > 100 (IB 243 MUXR),N/A,N/A
IB,216,IB 245 MUXR RAW > REFERENCE+100 OR IB 245 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69577 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69577: CE-138 PS 632 +ve Current  changed by > 100 (IB 245 MUXR),N/A,N/A
IB,217,IB 246 MUXR RAW > REFERENCE+100 OR IB 246 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69581 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69581: CT-139 PS 634 +ve Current  changed by > 100 (IB 246 MUXR),N/A,N/A
IB,218,IB 247 MUXR RAW > REFERENCE+100 OR IB 247 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69585 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69585: CE-141 PS 636 +ve Current  changed by > 100 (IB 247 MUXR),N/A,N/A
IB,219,IB 250 MUXR RAW > REFERENCE+100 OR IB 250 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69589 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69589: CT-142 PS 638 +ve Current  changed by > 100 (IB 250 MUXR),N/A,N/A
IB,220,IB 251 MUX RAW > REFERENCE+100 OR IB 251 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69030 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69030: Q-145 Focus PS 650 +ve Voltage  changed by > 100 (IB 251 MUX),N/A,N/A
IB,221,IB 251 MUXT RAW > REFERENCE+100 OR IB 251 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69029 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69029: Q-145 Focus PS 651 -ve Current  changed by > 100 (IB 251 MUXT),N/A,N/A
IB,222,IB 251 MUXB RAW > REFERENCE+100 OR IB 251 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69031 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69031: Q-145 Focus PS 651 -ve Voltage  changed by > 100 (IB 251 MUXB),N/A,N/A
IB,223,IB 252 MUX RAW > REFERENCE+100 OR IB 252 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69034 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69034: Q-146 Defocus PS 652 +ve Voltage  changed by > 100 (IB 252 MUX),N/A,N/A
IB,224,IB 252 MUXT RAW > REFERENCE+100 OR IB 252 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69033 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69033: Q-146 Defocus PS 653 -ve Current  changed by > 100 (IB 252 MUXT),N/A,N/A
IB,225,IB 252 MUXB RAW > REFERENCE+100 OR IB 252 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69035 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69035: Q-146 Defocus PS 653 -ve Voltage  changed by > 100 (IB 252 MUXB),N/A,N/A
IB,226,IB 253 MUX RAW > REFERENCE+100 OR IB 253 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69038 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69038: Q-147 D, Q-153 D PS 654 +ve Voltage  changed by > 100 (IB 253 MUX)",N/A,N/A
IB,227,IB 253 MUXT RAW > REFERENCE+100 OR IB 253 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69037 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69037: Q-147 D, Q-153 D PS 655 -ve Current  changed by > 100 (IB 253 MUXT)",N/A,N/A
IB,228,IB 253 MUXB RAW > REFERENCE+100 OR IB 253 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69039 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69039: Q-147 D, Q-153 D PS 655 -ve Voltage  changed by > 100 (IB 253 MUXB)",N/A,N/A
IB,229,IB 254 MUXR RAW > REFERENCE+100 OR IB 254 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69041 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69041: CP-com 147 to 161 PS 656 +ve Current  changed by > 100 (IB 254 MUXR),N/A,N/A
IB,230,IB 255 MUXR RAW > REFERENCE+100 OR IB 255 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69045 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69045: CE-147 PS 658 +ve Current  changed by > 100 (IB 255 MUXR),N/A,N/A
IB,231,IB 256 MUXR RAW > REFERENCE+100 OR IB 256 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69049 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69049: CT-148 PS 660 +ve Current  changed by > 100 (IB 256 MUXR),N/A,N/A
IB,232,IB 257 MUX RAW > REFERENCE+100 OR IB 257 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69054 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69054: Q-148 F, Q-152 F, PS 662 +ve Voltage  changed by > 100 (IB 257 MUX)",N/A,N/A
IB,233,IB 257 MUXT RAW > REFERENCE+100 OR IB 257 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69053 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69053: Q-148 F, Q-152 F, PS 663 -ve Current  changed by > 100 (IB 257 MUXT)",N/A,N/A
IB,234,IB 257 MUXB RAW > REFERENCE+100 OR IB 257 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69055 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69055: Q-148 F, Q-152 F, PS 663 -ve Voltage  changed by > 100 (IB 257 MUXB)",N/A,N/A
IB,235,IB 260 MUX RAW > REFERENCE+100 OR IB 260 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69058 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69058: Q-150 D, Q-151 D, PS 664 +ve Voltage  changed by > 100 (IB 260 MUX)",N/A,N/A
IB,236,IB 260 MUXT RAW > REFERENCE+100 OR IB 260 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69057 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69057: Q-150 D, Q-151 D, PS 665 -ve Current  changed by > 100 (IB 260 MUXT)",N/A,N/A
IB,237,IB 260 MUXB RAW > REFERENCE+100 OR IB 260 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69059 ,N/A,N/A,N/A,N/A,N/A,"DO MESSAGE 69059: Q-150 D, Q-151 D, PS 665 -ve Voltage  changed by > 100 (IB 260 MUXB)",N/A,N/A
IB,238,IB 262 MUXR RAW > REFERENCE+100 OR IB 262 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69061 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69061: CE-151 PS 666 +ve Current  changed by > 100 (IB 262 MUXR),N/A,N/A
IB,239,IB 263 MUXR RAW > REFERENCE+100 OR IB 263 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69065 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69065: CT-152 PS 668 +ve Current  changed by > 100 (IB 263 MUXR),N/A,N/A
IB,240,IB 265 MUXR RAW > REFERENCE+100 OR IB 265 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69069 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69069: CE-152 PS 672 +ve Current  changed by > 100 (IB 265 MUXR),N/A,N/A
IB,241,IB 267 MUXR RAW > REFERENCE+100 OR IB 267 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69073 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69073: CT-153 PS 674 +ve Current  changed by > 100 (IB 267 MUXR),N/A,N/A
IB,242,IB 272 MUX RAW > REFERENCE+100 OR IB 272 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69078 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69078: Q-154 Defocus PS 678 +ve Voltage  changed by > 100 (IB 272 MUX),N/A,N/A
IB,243,IB 272 MUXT RAW > REFERENCE+100 OR IB 272 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69077 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69077: Q-154 Defocus PS 679 -ve Current  changed by > 100 (IB 272 MUXT),N/A,N/A
IB,244,IB 272 MUXB RAW > REFERENCE+100 OR IB 272 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69079 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69079: Q-154 Defocus PS 679 -ve Voltage  changed by > 100 (IB 272 MUXB),N/A,N/A
IB,245,IB 273 MUX RAW > REFERENCE+100 OR IB 273 MUX RAW < REFERENCE-100,N/A,DO MESSAGE 69082 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69082: Q-155 158 159 162 166 PS 680 +ve Voltage  changed by > 100 (IB 273 MUX),N/A,N/A
IB,246,IB 273 MUXT RAW > REFERENCE+100 OR IB 273 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 69081 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69081: Q-155 158 159 162 166 PS 681 -ve Current  changed by > 100 (IB 273 MUXT),N/A,N/A
IB,247,IB 273 MUXB RAW > REFERENCE+100 OR IB 273 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 69083 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69083: Q-155 158 159 162 166 PS 681 -ve Voltage  changed by > 100 (IB 273 MUXB),N/A,N/A
IB,248,IB 275 MUXR RAW > REFERENCE+100 OR IB 275 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69085 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69085: CE-156 PS 684 +ve Current  changed by > 100 (IB 275 MUXR),N/A,N/A
IB,249,IB 276 MUXR RAW > REFERENCE+100 OR IB 276 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69089 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69089: CT-157 PS 686 +ve Current  changed by > 100 (IB 276 MUXR),N/A,N/A
IB,250,IB 277 MUXR RAW > REFERENCE+100 OR IB 277 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69093 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69093: CE-160 PS 688 +ve Current  changed by > 100 (IB 277 MUXR),N/A,N/A
IB,251,IB 300 MUXR RAW > REFERENCE+100 OR IB 300 MUXR RAW < REFERENCE-100,N/A,DO MESSAGE 69097 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69097: CT-161 PS 690 +ve Current  changed by > 100 (IB 300 MUXR),N/A,N/A
IB,252,IB 301 MUXR RAW > REFERENCE+328 OR IB 301 MUXR RAW < REFERENCE-328,N/A,DO MESSAGE 69101 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69101: BN4 CPcom CW168 CB169 +ve Current  changed by > 328 (IB 301 MUXR),N/A,N/A
IB,253,IB 302 MUXR RAW > REFERENCE+328 OR IB 302 MUXR RAW < REFERENCE-328,N/A,DO MESSAGE 69105 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69105: CE-168 +ve Current  changed by > 328 (IB 302 MUXR),N/A,N/A
IB,254,IB 303 MUXR RAW > REFERENCE+328 OR IB 303 MUXR RAW < REFERENCE-328,N/A,DO MESSAGE 69109 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69109: CT-169 +ve Current  changed by > 328 (IB 303 MUXR),N/A,N/A
IB,255,IB 304 MUX RAW > REFERENCE+655 OR IB 304 MUX RAW < REFERENCE-655,N/A,DO MESSAGE 69114 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69114: Q-170 Defocus +ve Voltage  changed by > 655 (IB 304 MUX),N/A,N/A
IB,256,IB 304 MUXT RAW > REFERENCE+655 OR IB 304 MUXT RAW < REFERENCE-655,N/A,DO MESSAGE 69113 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69113: Q-170 Defocus -ve Current  changed by > 655 (IB 304 MUXT),N/A,N/A
IB,257,IB 304 MUXB RAW > REFERENCE+655 OR IB 304 MUXB RAW < REFERENCE-655,N/A,DO MESSAGE 69115 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69115: Q-170 Defocus -ve Voltage  changed by > 655 (IB 304 MUXB),N/A,N/A
IB,258,IB 305 MUX RAW > REFERENCE+655 OR IB 305 MUX RAW < REFERENCE-655,N/A,DO MESSAGE 69118 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69118: Q-171 Q-176 Focus +ve Voltage  changed by > 655 (IB 305 MUX),N/A,N/A
IB,259,IB 305 MUXT RAW > REFERENCE+655 OR IB 305 MUXT RAW < REFERENCE-655,N/A,DO MESSAGE 69117 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69117: Q-171 Q-176 Focus -ve Current  changed by > 655 (IB 305 MUXT),N/A,N/A
IB,260,IB 305 MUXB RAW > REFERENCE+655 OR IB 305 MUXB RAW < REFERENCE-655,N/A,DO MESSAGE 69119 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69119: Q-171 Q-176 Focus -ve Voltage  changed by > 655 (IB 305 MUXB),N/A,N/A
IB,261,IB 310 MUX RAW > REFERENCE+655 OR IB 310 MUX RAW < REFERENCE-655,N/A,DO MESSAGE 69130 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69130: Q-172 Q-175 Defocus +ve Voltage  changed by > 655 (IB 310 MUX),N/A,N/A
IB,262,IB 310 MUXT RAW > REFERENCE+655 OR IB 310 MUXT RAW < REFERENCE-655,N/A,DO MESSAGE 69129 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69129: Q-172 Q-175 Defocus -ve Current  changed by > 655 (IB 310 MUXT),N/A,N/A
IB,263,IB 310 MUXB RAW > REFERENCE+655 OR IB 310 MUXB RAW < REFERENCE-655,N/A,DO MESSAGE 69131 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69131: Q-172 Q-175 Defocus -ve Voltage  changed by > 655 (IB 310 MUXB),N/A,N/A
IB,264,IB 311 MUX RAW > REFERENCE+655 OR IB 311 MUX RAW < REFERENCE-655,N/A,DO MESSAGE 69134 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69134: Q-173 Q-174 Focus +ve Voltage  changed by > 655 (IB 311 MUX),N/A,N/A
IB,265,IB 311 MUXT RAW > REFERENCE+655 OR IB 311 MUXT RAW < REFERENCE-655,N/A,DO MESSAGE 69133 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69133: Q-173 Q-174 Focus -ve Current  changed by > 655 (IB 311 MUXT),N/A,N/A
IB,266,IB 311 MUXB RAW > REFERENCE+655 OR IB 311 MUXB RAW < REFERENCE-655,N/A,DO MESSAGE 69135 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69135: Q-173 Q-174 Focus -ve Voltage  changed by > 655 (IB 311 MUXB),N/A,N/A
IB,267,IB 461 DAC != PREVIOUS,N/A,DO MESSAGE 69592,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 69592: Beam Loss (NIM030 to NIM210),N/A,N/A
IB,268,IB 440 DAC != PREVIOUS,N/A,DO MESSAGE 78236,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 78236: TNIM030 (Max beam current),N/A,N/A
IL1A,1,FIRST TIME,N/A,N/A,"DO WRITE 0 TO TEMP(90), DO WRITE 0 TO TEMP(91), DO WRITE 0 TO TEMP(95), DO WRITE 1 TO TEMP(99)",N/A,N/A,N/A,N/A,N/A,Initialize temp variables,N/A
