,Text,Thumbwheel,XT Page,Keyword
1240,PHASE ERROR,ET 43 MUX,26,Extra Thumbwheels
1241,TUNER PID (P),ET 44 MUX,26,Extra Thumbwheels
1242,TUNER PID (I),ET 45 MUX,26,Extra Thumbwheels
1243,TUNER PID (D),ET 46 MUX,26,Extra Thumbwheels
1244,"MAIN RF VXI, RFCS MICROPROCESSOR WATCHDOG",ET 51 MUX,"26, MNW3",Extra Thumbwheels
1245,"RVD-1 RF PRESENT STATUS, RVD-1 STATUS",ET 52 DIGI,26,Extra Thumbwheels
1246,RFCS ECHO OF PROCESS WATCHDOG,ET 58 MUX,26,Extra Thumbwheels
1247,"RVD-2 RF PRESENT STATUS, RVD-2 STATUS",ET 53 DIGI,26,Extra Thumbwheels
1248,"MAIN RFCS XFER PROCESS, RFCS TRANSFER PROCESS WATCHDOG",ET 57 MUX,"26, MNW",Extra Thumbwheels
1249,MAIN 480V INPUT LINE AB VOLTAGE,RF 980 MUX,27,Radio Frequency
1250,MAIN 480V INPUT LINE BC VOLTAGE,RF 981 MUX,27,Radio Frequency
1251,MAIN 480V INPUT LINE CA VOLTAGE,RF 982 MUX,27,Radio Frequency
1252,208V/120V SIDE PHASE A VOLTAGE,RF 983 MUX,27,Radio Frequency
1253,208V/120V SIDE PHASE B VOLTAGE,RF 984 MUX,27,Radio Frequency
1254,208V/120V SIDE PHASE C VOLTAGE,RF 985 MUX,27,Radio Frequency
1255,TOTAL 480V SIDE A CURRENT,RF 963 MUX,27,Radio Frequency
1256,TOTAL 480V SIDE B CURRENT,RF 964 MUX,27,Radio Frequency
1257,TOTAL 480V SIDE C CURRENT,RF 965 MUX,27,Radio Frequency
1258,IPA HVPS A CURRENT,RF 960 MUX,27,Radio Frequency
1259,IPA HVPS B CURRENT,RF 961 MUX,27,Radio Frequency
1260,IPA HVPS C CURRENT,RF 962 MUX,27,Radio Frequency
1261,TOTAL 208/120V SIDE A CURRENT,RF 966 MUX,27,Radio Frequency
1262,TOTAL 208/120V SIDE B CURRENT,RF 967 MUX,27,Radio Frequency
1263,TOTAL 208/120V SIDE C CURRENT,RF 968 MUX,27,Radio Frequency
1264,PA1 V1 FILAMENT A CURRENT,RF 900 MUX,27,Radio Frequency
1265,PA1 V1 FILAMENT B CURRENT,RF 901 MUX,27,Radio Frequency
1266,PA1 V1 FILAMENT C CURRENT,RF 902 MUX,27,Radio Frequency
1267,PA1 BIAS A CURRENT,RF 912 MUX,27,Radio Frequency
1268,PA1 BIAS B CURRENT,RF 913 MUX,27,Radio Frequency
1269,PA1 BIAS C CURRENT,RF 914 MUX,27,Radio Frequency
1270,PA1 V1 SCREEN A CURRENT,RF 903 MUX,27,Radio Frequency
1271,PA1 V1 SCREEN B CURRENT,RF 904 MUX,27,Radio Frequency
1272,PA1 V1 SCREEN C CURRENT,RF 905 MUX,27,Radio Frequency
1273,PA1 V2 FILAMENT A CURRENT,RF 906 MUX,27,Radio Frequency
1274,PA1 V2 FILAMENT B CURRENT,RF 907 MUX,27,Radio Frequency
1275,PA1 V2 FILAMENT C CURRENT,RF 908 MUX,27,Radio Frequency
1276,PA1 V2 SCREEN A CURRENT,RF 909 MUX,27,Radio Frequency
1277,PA1 V2 SCREEN B CURRENT,RF 910 MUX,27,Radio Frequency
1278,PA1 V2 SCREEN C CURRENT,RF 911 MUX,27,Radio Frequency
1279,PA2 V1 FILAMENT A CURRENT,RF 915 MUX,27,Radio Frequency
1280,PA2 V1 FILAMENT B CURRENT,RF 916 MUX,27,Radio Frequency
1281,PA2 V1 FILAMENT C CURRENT,RF 917 MUX,27,Radio Frequency
1282,PA2 BIAS A CURRENT,RF 927 MUX,27,Radio Frequency
1283,PA2 BIAS B CURRENT,RF 928 MUX,27,Radio Frequency
1284,PA2 BIAS C CURRENT,RF 929 MUX,27,Radio Frequency
1285,PA2 V1 SCREEN A CURRENT,RF 918 MUX,27,Radio Frequency
1286,PA2 V1 SCREEN B CURRENT,RF 919 MUX,27,Radio Frequency
1287,PA2 V1 SCREEN C CURRENT,RF 920 MUX,27,Radio Frequency
1288,PA2 V2 FILAMENT A CURRENT,RF 921 MUX,27,Radio Frequency
1289,PA2 V2 FILAMENT B CURRENT,RF 922 MUX,27,Radio Frequency
1290,PA2 V2 FILAMENT C CURRENT,RF 923 MUX,27,Radio Frequency
1291,PA2 V2 SCREEN A CURRENT,RF 924 MUX,27,Radio Frequency
1292,PA2 V2 SCREEN B CURRENT,RF 925 MUX,27,Radio Frequency
1293,PA2 V2 SCREEN C CURRENT,RF 926 MUX,27,Radio Frequency
1294,PA3 V1 FILAMENT A CURRENT,RF 930 MUX,27,Radio Frequency
1295,PA3 V1 FILAMENT B CURRENT,RF 931 MUX,27,Radio Frequency
1296,PA3 V1 FILAMENT C CURRENT,RF 932 MUX,27,Radio Frequency
1297,PA3 BIAS A CURRENT,RF 942 MUX,27,Radio Frequency
1298,PA3 BIAS B CURRENT,RF 943 MUX,27,Radio Frequency
1299,PA3 BIAS C CURRENT,RF 944 MUX,27,Radio Frequency
1300,PA3 V1 SCREEN A CURRENT,RF 933 MUX,27,Radio Frequency
1301,PA3 V1 SCREEN B CURRENT,RF 934 MUX,27,Radio Frequency
1302,PA3 V1 SCREEN C CURRENT,RF 935 MUX,27,Radio Frequency
1303,PA3 V2 FILAMENT A CURRENT,RF 936 MUX,27,Radio Frequency
1304,PA3 V2 FILAMENT B CURRENT,RF 937 MUX,27,Radio Frequency
1305,PA3 V2 FILAMENT C CURRENT,RF 938 MUX,27,Radio Frequency
1306,PA3 V2 SCREEN A CURRENT,RF 939 MUX,27,Radio Frequency
1307,PA3 V2 SCREEN B CURRENT,RF 940 MUX,27,Radio Frequency
1308,PA3 V2 SCREEN C CURRENT,RF 941 MUX,27,Radio Frequency
1309,PA4 V1 FILAMENT A CURRENT,RF 945 MUX,27,Radio Frequency
1310,PA4 V1 FILAMENT B CURRENT,RF 946 MUX,27,Radio Frequency
1311,PA4 V1 FILAMENT C CURRENT,RF 947 MUX,27,Radio Frequency
1312,PA4 BIAS A CURRENT,RF 957 MUX,27,Radio Frequency
1313,PA4 BIAS B CURRENT,RF 958 MUX,27,Radio Frequency
1314,PA4 BIAS C CURRENT,RF 959 MUX,27,Radio Frequency
1315,PA4 V1 SCREEN A CURRENT,RF 948 MUX,27,Radio Frequency
1316,PA4 V1 SCREEN B CURRENT,RF 949 MUX,27,Radio Frequency
1317,PA4 V1 SCREEN C CURRENT,RF 950 MUX,27,Radio Frequency
1318,PA4 V2 FILAMENT A CURRENT,RF 951 MUX,27,Radio Frequency
1319,PA4 V2 FILAMENT B CURRENT,RF 952 MUX,27,Radio Frequency
1320,PA4 V2 FILAMENT C CURRENT,RF 953 MUX,27,Radio Frequency
1321,PA4 V2 SCREEN A CURRENT,RF 954 MUX,27,Radio Frequency
1322,PA4 V2 SCREEN B CURRENT,RF 955 MUX,27,Radio Frequency
1323,PA4 V2 SCREEN C CURRENT,RF 956 MUX,27,Radio Frequency
1324,J4 RECEPTACLE (208/120V) A CURRENT,RF 972 MUX,27,Radio Frequency
1325,J4 RECEPTACLE (208/120V) B CURRENT,RF 973 MUX,27,Radio Frequency
1326,J4 RECEPTACLE (208/120V) C CURRENT,RF 974 MUX,27,Radio Frequency
1327,J6 RECEPTACLE (480V) A CURRENT,RF 969 MUX,27,Radio Frequency
1328,J6 RECEPTACLE (480V) B CURRENT,RF 970 MUX,27,Radio Frequency
1329,J6 RECEPTACLE (480V) C CURRENT,RF 971 MUX,27,Radio Frequency
1330,RECEPTACLE FOR TUBE TEST STAND (480V) A CURRENT,RF 975 MUX,27,Radio Frequency
1331,RECEPTACLE FOR TUBE TEST STAND (480V) B CURRENT,RF 976 MUX,27,Radio Frequency
1332,RECEPTACLE FOR TUBE TEST STAND (480V) C CURRENT,RF 977 MUX,27,Radio Frequency
1333,CARD DIAG. A3 VOLTAGE,RF 995 MUX,27,Radio Frequency
1334,CARD DIAG. A4 VOLTAGE,RF 994 MUX,27,Radio Frequency
1335,CARD DIAG. A5 VOLTAGE,RF 993 MUX,27,Radio Frequency
1336,CARD DIAG. A6 VOLTAGE,RF 992 MUX,27,Radio Frequency
1337,CARD DIAG. A7 VOLTAGE,RF 991 MUX,27,Radio Frequency
1338,CARD DIAG. A8 VOLTAGE,RF 990 MUX,27,Radio Frequency
1339,CH 1 - RFRM HVPS,RF 8 REG,28,Radio Frequency
1340,CH 25,RF 9 REG,28,Radio Frequency
1341,"4VCG1, 4VCG1 VALUE",V4 120 MUX,"29B20, 4V, TV1",Beamline 4 Vacuum
1342,"2AVCG1, 2AVCG1 VALUE",2V 60 MUX,"29B20, 2AV, TV1",Beamline 2A Vacuum
1343,"2AVVF2, ROUGHING VALVE XPRB 2A, X2A RV CLOSED, X2ARV CLOSED",TV 25 REG,"29B20, TV1, TVR3, TVX2A",Tank Vacuum
1344,"EX. PROBE 4 CONVECTRON GAUGE, EX4 CG",TV 34 MUX,"29B20, TV1, TV2, TV3",Tank Vacuum
1345,"EX. PROBE 2A CONVECTRON GAUGE, EX2A CG",TV 35 MUX,"29B20, TV1, TV2, TV3",Tank Vacuum
1346,"2CTVG1, AUTO CLOSE: TC1 VAC OK, MANUAL OPEN: TC1 VAC READBACK, TC1 - THERMOCOUPLE VACUUM GAUGE 1 FOR RHV",B2 101 MUX,"29B20, 2CRHV, 2CV, TV1",Beamline 2C
1347,"EX. PROBE 1 CONVECTRON GAUGE, EX1 CG",TV 33 MUX,"29B20, TV1, TV2, TV3",Tank Vacuum
1348,"4VVF2, 4VVF2 STATUS, 4VVR1, 4VVR1 STATUS, X4 CONVECTRON GAUGE 1 OK",V4 40 REG,"29B20, 4V, 4VV, TV1, TVX4",Beamline 4 Vacuum
1349,EXT 4 GV,TK 3 REG,29B20,Tank
1350,"2AVVR1, 2AVVR1 STATUS, 2AX GV, BACKING VALVE 1 CLOSED, BACKING VALVE 2 CLOSED, BACKING VALVE 3 CLOSED, BACKING VALVE 4 CLOSED, BACKING VALVE 5 CLOSED, BACKING VALVE 6 CLOSED, CP1BV CLOSED, X2A VALVE STATUS",TV 3 REG,"29B20, 2AED, 2AV, 2AX1, 2AX2, TV1, TVC1, TVC2, TVC3, TVC4, TVC5, TVC6, TVR3, TVR4, TVX2A",Tank Vacuum
1351,"2CVVR1, SAB1 COMPRESSOR CARBON MONOXIDE LEVEL UNIT #1 ALARM, UPS 1 (SERVICE ANNEX) - UPS ON BATTERY",MS 16 REG,"29B20, 2F, 2G",Miscellanious
1352,"2 K1, 2 K10, 2 K11, 2 K12, 2 K13, 2 K14, 2 K2, 2 K3, 2 K4, 2 K5, 2 K6, 2 K7, 2 K8, 2 K9, 3 K1, 3 POWER, GVC 061, HYDROGEN ALARM SOURCE 3 AND 4, VIB-IV024",IV 44 REG,"29B20, 5C, 5K, 5W, TV1",ISIS Beamline Vacuum
1353,"ROUGHING LINE PRESSURE, ROUGHING LINE TC PRESSURE",TV 114 MUX,"29B20, TV1, TV2, TV3",Tank Vacuum
1354,"CP1GV CLOSED, CRYO PUMP #1 STATE, CRYOPUMP GV 1, SOUTH TANK TURBOPUMP STATE, SOUTH TURBO INLET VALVE",TV 4 REG,"29B20, TV1, TV2, TV3, TVC1, TVR4, TVTS",Tank Vacuum
1355,"CP2GV CLOSED, CRYO PUMP #2 STATE, CRYOPUMP GV 2, CRYOPUMP GV 3, N. TURBO EXHAUST VLV CLOSED, TANK TURBO SOUTH EXHAUST VALVE CLOSED, TURBO EXHAUST VALVE",TV 5 REG,"29B20, TV1, TV2, TV3, TVC1, TVC2, TVC3, TVC4, TVC5, TVC6, TVR3, TVR4, TVTN, TVTS",Tank Vacuum
1356,"CP4GV CLOSED, CRYO PUMP #3 STATE, CRYO PUMP 3, CRYOPUMP GV 4",TV 6 REG,"29B20, TV1, TV2, TV3, TVC3, TVC4, TVR4",Tank Vacuum
1357,"CP5GV CLOSED, CRYO PUMP #4 STATE, CRYO PUMP 4, CRYOPUMP GV 5, QMS VALVE STATUS",TV 7 REG,"29B20, TV1, TV2, TV3, TVC4, TVC5, TVR2, TVR4",Tank Vacuum
1358,"CP6GV CLOSED, CRYO PUMP #6 STATE, CRYO PUMP 6, CRYOPUMP GV 6, X1 RV DIFF. PRESSURE OK, X2A HOUSING AT ATMOSPHERE, X4 RV DIFF. PRESSURE OK",TV 11 REG,"29B20, TV1, TV2, TV3, TVC6, TVR4, TVX1, TVX2A, TVX4",Tank Vacuum
1359,"MP3 OFF, MP3 STATUS, NORTH TANK TURBOPUMP STATE, NORTH TURBO GV (INLET VALVE), NORTH TURBO INLET VALVE CLOSED, TURBO GV NORTH",TV 2 REG,"29B20, TV1, TV2, TV3, TVR1, TVR3, TVR4, TVTN",Tank Vacuum
1360,"ROUGHING LINE VENT VALVE OPEN, ROUGHING LINE VENT VALVE STATUS, ROUGHING VALVE, TANK ROUGHING VALVE DIFFERENTIAL PRESSURE SWITCH OK, TANK VENT VALVE STATUS",TV 0 REG,"29B20, TV1, TVR1, TVR2, TVR3, TVR4, TVTN, TVTS",Tank Vacuum
1361,"CRYOPUMP #1 ON STATUS LABEL, CRYOPUMP #2 ON STATUS LABEL, CRYOPUMP #3 ON STATUS LABEL, CRYOPUMP #5 ON STATUS LABEL, CRYOPUMP #6 ON STATUS LABEL, CRYOPUMP 1 TEMPERATURE ABOVE S.P.",TV 13 REG,"29B20, TV1, TVC",Tank Vacuum
1362,"CRYOPUMP #4 ON STATUS LABEL, CRYOPUMP 4 TEMPERATURE ABOVE S.P., TANK ROUGHING VALVE STATUS",TV 14 REG,"29B20, TV1, TVC, TVR2",Tank Vacuum
1363,"CRYO PUMP #5 STATE, CRYO PUMP 5, CRYOPUMP 5 STATUS",TV 10 REG,"29B20, TV1, TV2, TV3, TVC5",Tank Vacuum
1364,BLOWER 1 STANDBY,TV 16 REG,"29B20, TV1",Tank Vacuum
1365,BLOWER 2 STANDBY,TV 15 REG,"29B20, TV1",Tank Vacuum
1366,"HOLD PUMP VALVE CLOSED, HOLDING PUMP VALVE, HOLDING PUMP VALVE STATUS, MP1 OFF",TV 1 REG,"29B20, TV1, TVC1, TVC2, TVC3, TVC4, TVC5, TVC6, TVR1, TVR3",Tank Vacuum
1367,"20 DEG CIRC STATUS, 80 DEG CIRC STATUS, B-20 STATUS, B20 STATUS, OUTPUTS (REG) ENABLE",TV 17 REG,"29B20, TV1, TV3",Tank Vacuum
1368,CONTROL ROOM SUPPLY AIR TEMPERATURE,MS 31 MUX,2A,Miscellanious
1369,"BL1 LCW TEMPERATURE ALARM HI, CONTROL ROOM SUPPLY AIR TEMPERATURE ALARM, EL 264 SUPPLY AIR TEMPERATURE ALARM, ISIS BL AIR PRESSURE LOW",IB 0 REG,"2A, 2P, 5C",ISIS Beamline
1370,EL 264 SUPPLY AIR TEMPERATURE,MS 32 MUX,2A,Miscellanious
1371,MED FAC SUPPLY AIR TEMPERATURE,MS 20 MUX,2A,Miscellanious
1372,"MED FAC SUPPLY AIR TEMPERATURE ALARM, MESON HALL MONITORING SUMP STATUS",MS 2 REG,"2A, 2S",Miscellanious
1373,"MESON HALL HOT DECK SUPPLY TEMP, MESON HALL HOT DECK SUPPLY TEMP - CONVERTED TO DEG F",MS 55 MUX,2A,Miscellanious
1374,RF ROOM EAST TEMPERATURE,RF 580 MUX,2A,Radio Frequency
1375,RF ROOM WEST TEMPERATURE,RF 581 MUX,2A,Radio Frequency
1376,CONTROL ROOM TEMPERATURE,MS 36 MUX,2A,Miscellanious
1377,COMPUTER ROOM RACK 1-N TEMPERATURE,MS 35 MUX,2A,Miscellanious
1378,COMPUTER ROOM EAST TEMPERATURE,MS 16 MUX,2A,Miscellanious
1379,COMPUTER ROOM WEST TEMPERATURE,MS 15 MUX,2A,Miscellanious
1380,PROGRAMMING ROOM TEMPERATURE,MS 17 MUX,2A,Miscellanious
1381,"I4 LASER ROOM TEMPERATURE, LASER ROOM TEMPERATURE HIGH (RESET FRIDGE)",MS 26 MUX,"2A, 5C",Miscellanious
1382,I1 SOURCE ROOM TEMPERATURE,MS 18 MUX,2A,Miscellanious
1383,I1 SOURCE ROOM RELATIVE HUMIDITY,MS 38 MUX,2A,Miscellanious
1384,I1 SOURCE CRATE INTERNAL TEMPERATURE,CD 208 MUXR,2A,CAMAC Design
1385,I1 SOURCE CRATE EXTERNAL TEMPERATURE,CD 208 MUXB,2A,CAMAC Design
1386,"LEVEL 264 TC2 RACK 1-F (FRONT) TEMPERATURE, TC2 (MUX 37) REF TEMP UTRA 1",RF 375 MUX,"2A, MNTC",Radio Frequency
1387,"(ALSO SAVE AS AMBIENT TEMP FOR BUFFALO UNITS), TC2 (MUX 37) REF TEMP UTRA 0",RF 374 MUX,"2A, MNTC",Radio Frequency
1388,LEVEL 264 SOUTH SIDE AMBIENT TEMPERATURE,MS 143 MUX,2A,Miscellanious
1389,LEVEL 264 SOUTH SIDE RETURN AIR TEMPERATURE,MS 144 MUX,2A,Miscellanious
1390,LEVEL 264 BUFFALO UNIT 2 TEMPERATURE,MS 140 MUX,2A,Miscellanious
1391,LEVEL 264 BUFFALO UNIT 3 TEMPERATURE,MS 141 MUX,2A,Miscellanious
1392,LEVEL 264 BUFFALO UNIT 5 TEMPERATURE,MS 142 MUX,2A,Miscellanious
1393,LEVEL 264 BUFFALO UNIT 8 TEMPERATURE,MS 145 MUX,2A,Miscellanious
1394,2A2BD-WFS1 BEAM DUMP WATER FLOW - CURRENT STATUS,2A 21 REG,2A2D,Beamline 2A
1395,2A2BD-WFS1 BEAM DUMP WATER FLOW - BYPASS STATUS,2A 23 REG,2A2D,Beamline 2A
1396,2A2BD-WFS1 BEAM DUMP WATER FLOW - LAST TRIP STATUS,2A 25 REG,2A2D,Beamline 2A
1397,"2A2BD-TC1 BEAM DUMP COOLING H2O TEMP, 2A2BD-TC1 BEAM DUMP WATER TEMPERATURE - CURRENT READING",2A 303 MUX,"2A2D, 2ATW",Beamline 2A
1398,2A2BD-TC1 BEAM DUMP WATER TEMPERATURE - TRIP LIMIT,2A 333 MUX,"2A2D, 2ATW",Beamline 2A
1399,"2A2BD-TC2 BEAM DUMP TC LEFT TEMPERATURE - CURRENT READING, 2A2BD-TC2 BEAM DUMP UPPER RIGHT TC TEMP",2A 306 MUX,"2A2D, 2ATW",Beamline 2A
1400,"2A2BD-TC2 BEAM DUMP TC LEFT TEMPERATURE - TRIP LIMIT, 2A2BD-TC2 BEAM DUMP UPPER RIGHT TC TEMPERATURE - TRIP LIMIT",2A 336 MUX,"2A2D, 2ATW",Beamline 2A
1401,"2A2BD-TC3 BEAM DUMP LOWER RIGHT TC TEMP, 2A2BD-TC3 BEAM DUMP TC RIGHT TEMPERATURE - CURRENT READING",2A 307 MUX,"2A2D, 2ATW",Beamline 2A
1402,"2A2BD-TC3 BEAM DUMP LOWER RIGHT TC TEMPERATURE - TRIP LIMIT, 2A2BD-TC3 BEAM DUMP TC RIGHT TEMPERATURE - TRIP LIMIT",2A 337 MUX,"2A2D, 2ATW",Beamline 2A
1403,"2A2BD-TC4 BEAM DUMP LOWER LEFT TC TEMP, 2A2BD-TC4 BEAM DUMP TC UP TEMPERATURE - CURRENT READING",2A 310 MUX,"2A2D, 2ATW",Beamline 2A
1404,"2A2BD-TC4 BEAM DUMP LOWR LEFT TC TEMPERATURE - TRIP LIMIT, 2A2BD-TC4 BEAM DUMP TC UP TEMPERATURE - TRIP LIMIT",2A 340 MUX,"2A2D, 2ATW",Beamline 2A
1405,"2A2BD-TC5 BEAM DUMP TC DOWN TEMPERATURE - CURRENT READING, 2A2BD-TC5 BEAM DUMP UPPER LEFT TC TEMP",2A 311 MUX,"2A2D, 2ATW",Beamline 2A
1406,"2A2BD-TC5 BEAM DUMP TC DOWN TEMPERATURE - TRIP LIMIT, 2A2BD-TC5 BEAM DUMP UPPER LEFT TC TEMPERATURE - TRIP LIMIT",2A 341 MUX,"2A2D, 2ATW",Beamline 2A
1407,2A2DSP-TC1 SHIELD PLUG WATER TEMPERATURE - CURRENT READING,2A 304 MUX,2A2D,Beamline 2A
1408,2A2DSP-TC1 SHIELD PLUG WATER TEMPERATURE - TRIP LIMIT,2A 334 MUX,2A2D,Beamline 2A
1409,2A2DSP-TC2 SHIELD PLUG TC PLATE 1 - CURRENT READING,2A 312 MUX,2A2D,Beamline 2A
1410,2A2DSP-TC2 SHIELD PLUG TC PLATE 1 - TRIP LIMIT,2A 342 MUX,2A2D,Beamline 2A
1411,2A2DSP-TC3 SHIELD PLUG TC PLATE 3 - CURRENT READING,2A 313 MUX,2A2D,Beamline 2A
1412,2A2DSP-TC3 SHIELD PLUG TC PLATE 3 - TRIP LIMIT,2A 343 MUX,2A2D,Beamline 2A
1413,2A2 BEAM DUMP TRIP COUNT,2A 329 MUX,2A2D,Beamline 2A
1414,"2A2 TRIMAC WATCHDOG, 2A2 WEST TARGET PROTECT, TRIMAC WATCHDOG",2A 75 MUX,"2A2D, 2A2P, 2ATW, MNW1",Beamline 2A
1415,"2A2M20 PROTECT MONITOR TOTAL THRESHOLD, SAVE THRESHOLD FOR WARN/TRIP CALCULATION",2A 359 MUX,"2A2P, 2ATW",Beamline 2A
1416,"2A2M20 PROTECT MONITOR TOTAL, 2A2M20 PROTECT MONITOR TOTAL CURRENT - READING, SAVE THRESHOLD FOR WARN/TRIP CALCULATION",2A 126 MUX,"2A2P, 2ATW",Beamline 2A
1417,2A2M20 PROTECT MONITOR TOTAL THRESHOLD - BYPASS STATUS,2A 22 REG,2A2P,Beamline 2A
1418,"2A2M20 PROTECT MONITOR LEFT - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 350 MUX,"2A2P, 2ATW",Beamline 2A
1419,"2A2M20 PROTECT MONITOR - LEFT, 2A2M20 PROTECT MONITOR LEFT CURRENT - READING",2A 124 MUXL,"2A2P, 2ATW",Beamline 2A
1420,2A2M20 PROTECT MONITOR LEFT CURRENT - STATUS,2A 20 REG,2A2P,Beamline 2A
1421,2A2M20 PROTECT MONITOR LEFT CURRENT - LAST TRIP STATUS,2A 24 REG,2A2P,Beamline 2A
1422,"2A2M20 PROTECT MONITOR RIGHT - TRIP LIMIT, SAVE THRESHOLD FOR WARN/TRIP CALCULATION",2A 351 MUX,"2A2P, 2ATW",Beamline 2A
1423,"2A2M20 PROTECT MONITOR - RIGHT, 2A2M20 PROTECT MONITOR RIGHT CURRENT - READING",2A 124 MUXR,"2A2P, 2ATW",Beamline 2A
1424,"2A2M20 PROTECT MONITOR UP - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 352 MUX,"2A2P, 2ATW",Beamline 2A
1425,"2A2M20 PROTECT MONITOR - UP, 2A2M20 PROTECT MONITOR UP CURRENT - READING",2A 124 MUXT,"2A2P, 2ATW",Beamline 2A
1426,"2A2M20 PROTECT MONITOR DOWN - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 353 MUX,"2A2P, 2ATW",Beamline 2A
1427,"2A2M20 PROTECT MONITOR - DOWN, 2A2M20 PROTECT MONITOR DOWN CURRENT - READING",2A 124 MUXB,"2A2P, 2ATW",Beamline 2A
1428,"2A2M20 PROTECT MONITOR HALO CURRENT - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 354 MUX,"2A2P, 2ATW",Beamline 2A
1429,"2A2M20 PROTECT MONITOR HALO, 2A2M20 PROTECT MONITOR HALO CURRENT - READING",2A 125 MUX,"2A2P, 2ATW",Beamline 2A
1430,"2A2M20 PROTECT MONITOR TOTAL - TRIP LIMIT, 2A2M20 PROTECT MONITOR TOTAL CURRENT - TRIP LIMIT",2A 355 MUX,"2A2P, 2ATW",Beamline 2A
1431,"2A2M20 PROTECT MONITOR SUM - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 356 MUX,"2A2P, 2ATW",Beamline 2A
1432,"2A2M20 PROTECT MONITOR SUM, 2A2M20 PROTECT MONITOR SUM - READING",2A 127 MUX,"2A2P, 2ATW",Beamline 2A
1433,"2A2M20 PROTECT MONITOR SUM RATIO - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 357 MUX,"2A2P, 2ATW",Beamline 2A
1434,"2A2M20 PROTECT MONITOR SUM RATIO, 2A2M20 PROTECT MONITOR SUM RATIO - READING",2A 128 MUX,"2A2P, 2ATW",Beamline 2A
1435,"2A2M20 PROTECT MONITOR DENSITY - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 358 MUX,"2A2P, 2ATW",Beamline 2A
1436,"2A2M20 PROTECT MONITOR DENSITY, 2A2M20 PROTECT MONITOR DENSITY - READING",2A 129 MUX,"2A2P, 2ATW",Beamline 2A
1437,"2A2M20 PROTECT MONITOR L-R - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 360 MUX,"2A2P, 2ATW",Beamline 2A
1438,"2A2M20 PROTECT MONITOR - L-R, 2A2M20 PROTECT MONITOR L-R - READING",2A 155 MUX,"2A2P, 2ATW",Beamline 2A
1439,"2A2M20 PROTECT MONITOR L-R RATIO - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 361 MUX,"2A2P, 2ATW",Beamline 2A
1440,"2A2M20 PROTECT MONITOR - L-R RATIO, 2A2M20 PROTECT MONITOR L-R RATIO - READING",2A 156 MUX,"2A2P, 2ATW",Beamline 2A
1441,"2A2M20 PROTECT MONITOR U-D - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 362 MUX,"2A2P, 2ATW",Beamline 2A
1442,"2A2M20 PROTECT MONITOR - U-D, 2A2M20 PROTECT MONITOR U-D - READING",2A 157 MUX,"2A2P, 2ATW",Beamline 2A
1443,"2A2M20 PROTECT MONITOR U-D RATIO - TRIP LIMIT, SAVE TRIP LIMIT FOR WARN/TRIP CALCULATION",2A 363 MUX,"2A2P, 2ATW",Beamline 2A
1444,"2A2M20 PROTECT MONITOR - U-D RATIO, 2A2M20 PROTECT MONITOR U-D RATIO - READING",2A 158 MUX,"2A2P, 2ATW",Beamline 2A
1445,"2A2M20 PROTECT AND HALO MONITOR BIAS VOLTAGE - READING, 2A2M20 PROTECT MONITOR BIAS VOLTAGE",2A 264 MUX,"2A2P, 2ATW",Beamline 2A
1446,2A2TANK-TC1 TANK COOLING WATER TEMPERATURE - READING,2A 300 MUX,2A2P,Beamline 2A
1447,2A2TANK-TC1 TANK COOLING WATER TEMPERATURE - TRIP LIMIT,2A 330 MUX,2A2P,Beamline 2A
1448,2A2W1-TC1 WINDOW COOLING WATER TEMPERATURE - READING,2A 301 MUX,2A2P,Beamline 2A
1449,2A2W1-TC1 WINDOW COOLING WATER TEMPERATURE - TRIP LIMIT,2A 331 MUX,2A2P,Beamline 2A
1450,"2A2COL-TC1 COLLIMATOR COOLING H2O TEMP, 2A2COL-TC1 COLLIMATOR WATER TEMPERATURE - READING",2A 302 MUX,"2A2P, 2ATW",Beamline 2A
1451,2A2COL-TC1 COLLIMATOR WATER TEMPERATURE - TRIP LIMIT,2A 332 MUX,"2A2P, 2ATW",Beamline 2A
1452,"2A2COL-TC2 COLLIMATOR PLATE TEMP, 2A2COL-TC2 COLLIMATOR PLATE TEMPERATURE - READING",2A 314 MUX,"2A2P, 2ATW",Beamline 2A
1453,2A2COL-TC2 COLLIMATOR PLATE TEMPERATURE - TRIP LIMIT,2A 344 MUX,"2A2P, 2ATW",Beamline 2A
1454,"2A2COL-TC3 COLLIMATOR TEMP, 2A2COL-TC3 COLLIMATOR TEMPERATURE - READING",2A 305 MUX,"2A2P, 2ATW",Beamline 2A
